path,puzzle,puzzle_statistics,puzzle_statistics.black_cells,run,seed,size,solver,statistics.conflicts,statistics.decisions,statistics.encoding_size.assertions,statistics.encoding_size.bool_vars,statistics.encoding_size.bv_vars,statistics.encoding_size.int_vars,statistics.max_memory,statistics.memory,statistics.propagations,statistics.rlimit_count,statistics.runtime
puzzles/16x16\015af3ec-4867-427e-b1b6-5ffaf3246dbd.singles,015af3ec-4867-427e-b1b6-5ffaf3246dbd,,78,0,1033527350,16,boolean,0,0,132718,66306,0,0,507.22,346.34,0,12991015,15.674242699984461
puzzles/16x16\01bdf40d-c5f1-489b-b7d7-4a32c4bf6a32.singles,01bdf40d-c5f1-489b-b7d7-4a32c4bf6a32,,75,0,328653963,16,boolean,0,0,132712,66306,0,0,507.22,350.92,0,26685013,15.775528499973007
puzzles/16x16\0422cae4-f357-4688-a76c-fec71188da75.singles,0422cae4-f357-4688-a76c-fec71188da75,,74,0,1171634428,16,boolean,0,0,132707,66306,0,0,507.22,350.92,0,39392159,15.973664499935694
puzzles/16x16\045b62cc-edb4-4999-b28c-57255dce9604.singles,045b62cc-edb4-4999-b28c-57255dce9604,,74,0,1020699601,16,boolean,0,0,132706,66306,0,0,507.22,350.92,0,53639979,17.293806900037453
puzzles/16x16\05cddd05-e1f7-4b25-824d-b4414e1649ce.singles,05cddd05-e1f7-4b25-824d-b4414e1649ce,,76,0,2291084133,16,boolean,0,0,132715,66306,0,0,507.22,350.92,0,66894213,16.5054801000515
puzzles/16x16\07c0bff9-1169-4639-86ca-b9f44742a59a.singles,07c0bff9-1169-4639-86ca-b9f44742a59a,,75,0,1878351192,16,boolean,0,0,132711,66306,0,0,507.22,350.92,0,81160276,16.702303000027314
puzzles/16x16\0a5b93f3-a568-4c19-be2d-3354b828c757.singles,0a5b93f3-a568-4c19-be2d-3354b828c757,,73,0,2876624099,16,boolean,0,0,132708,66306,0,0,507.22,350.92,0,95222803,16.394152499968186
puzzles/16x16\0bb60bef-a236-41f7-930a-0f33697b6b0d.singles,0bb60bef-a236-41f7-930a-0f33697b6b0d,,77,0,3586118307,16,boolean,0,0,132710,66306,0,0,507.22,350.92,0,108677838,17.46689070004504
puzzles/16x16\0cfda381-37ad-439c-ab10-e6606ddc2d0e.singles,0cfda381-37ad-439c-ab10-e6606ddc2d0e,,75,0,2751629595,16,boolean,0,0,132728,66306,0,0,507.22,350.92,0,123408429,16.84244709997438
puzzles/16x16\0ddea479-6b4c-4f3f-bd27-2ee9240f1325.singles,0ddea479-6b4c-4f3f-bd27-2ee9240f1325,,78,0,1854986580,16,boolean,0,0,132732,66306,0,0,507.22,350.92,0,137129427,17.056999300024472
puzzles/16x16\11caca29-3e74-48c0-9349-0d8fdfbe9956.singles,11caca29-3e74-48c0-9349-0d8fdfbe9956,,75,0,3158874326,16,boolean,0,0,132716,66306,0,0,507.22,350.92,0,149857279,17.325445600086823
puzzles/16x16\11e1b5d3-fe51-4a2c-a929-a10ad4efd235.singles,11e1b5d3-fe51-4a2c-a929-a10ad4efd235,,76,0,3143102289,16,boolean,0,0,132719,66306,0,0,507.22,350.92,0,163169412,17.084165700012818
puzzles/16x16\123bc6d7-4a4c-4911-bca0-da3481aa4fa6.singles,123bc6d7-4a4c-4911-bca0-da3481aa4fa6,,74,0,1915461213,16,boolean,0,0,132708,66306,0,0,507.22,350.92,0,176827878,16.84597299993038
puzzles/16x16\127f4a2c-d262-4556-b71c-ac6c41b8fa50.singles,127f4a2c-d262-4556-b71c-ac6c41b8fa50,,74,0,2808534632,16,boolean,0,0,132722,66306,0,0,507.22,350.92,0,190297481,16.710078799980693
puzzles/16x16\1656b54c-2a22-400b-ac43-19009ba2df3c.singles,1656b54c-2a22-400b-ac43-19009ba2df3c,,74,0,3231081416,16,boolean,0,0,132718,66306,0,0,507.22,350.92,0,204084071,20.447417399962433
puzzles/16x16\17468d67-ff7a-45c2-8967-4c9a35a8df45.singles,17468d67-ff7a-45c2-8967-4c9a35a8df45,,76,0,3498399201,16,boolean,0,0,132706,66306,0,0,507.22,350.92,0,217425011,19.167768999934196
puzzles/16x16\184d291d-1793-486a-b869-8afcd8a35a07.singles,184d291d-1793-486a-b869-8afcd8a35a07,,73,0,1512668751,16,boolean,0,0,132715,66306,0,0,507.22,350.92,0,230800324,19.175382300047204
puzzles/16x16\1e0be0e3-40cf-458f-9918-fa61881a3edc.singles,1e0be0e3-40cf-458f-9918-fa61881a3edc,,77,0,1944487852,16,boolean,0,0,132721,66306,0,0,507.22,350.92,0,244053243,20.051582199987024
puzzles/16x16\1f91936b-7a21-41c6-8d4c-77ff55771415.singles,1f91936b-7a21-41c6-8d4c-77ff55771415,,78,0,740433835,16,boolean,0,0,132709,66306,0,0,507.22,350.92,0,256951679,18.893176799989305
puzzles/16x16\217dc610-f4a2-473b-9d99-82e51eebdce0.singles,217dc610-f4a2-473b-9d99-82e51eebdce0,,76,0,105420455,16,boolean,0,0,132714,66306,0,0,507.22,350.92,0,270140513,19.02888440003153
puzzles/16x16\2377ab54-898d-4347-96bb-82ac2e839743.singles,2377ab54-898d-4347-96bb-82ac2e839743,,73,0,1441015860,16,boolean,0,0,132711,66306,0,0,507.22,350.92,0,284014157,19.281182300066575
puzzles/16x16\296876ad-bdef-4114-86b2-4b03c098c8f4.singles,296876ad-bdef-4114-86b2-4b03c098c8f4,,76,0,852346384,16,boolean,0,0,132719,66306,0,0,507.22,350.92,0,297911630,19.168226800044067
puzzles/16x16\29d3d640-a0c9-49f3-92b9-0bfc7424e8db.singles,29d3d640-a0c9-49f3-92b9-0bfc7424e8db,,75,0,3978401814,16,boolean,0,0,132705,66306,0,0,507.22,350.92,0,314161359,19.247094099991955
puzzles/16x16\2c643c27-62b7-4ab0-a088-3f26c6b5ccca.singles,2c643c27-62b7-4ab0-a088-3f26c6b5ccca,,74,0,5767508,16,boolean,0,0,132718,66306,0,0,507.22,350.92,0,327336670,18.818574900040403
puzzles/16x16\2f8e769b-341f-4dd2-bdc1-72380021d1a2.singles,2f8e769b-341f-4dd2-bdc1-72380021d1a2,,74,0,311830080,16,boolean,0,0,132714,66306,0,0,507.22,350.92,0,341111836,19.219362000003457
puzzles/16x16\32ee838d-4c53-4936-ad01-ef23230bf3d2.singles,32ee838d-4c53-4936-ad01-ef23230bf3d2,,76,0,1702058669,16,boolean,0,0,132710,66306,0,0,507.22,350.92,0,355494240,18.78325700003188
puzzles/16x16\3349e0ec-f3da-4d23-b911-7e5bfec67617.singles,3349e0ec-f3da-4d23-b911-7e5bfec67617,,76,0,848573806,16,boolean,0,0,132709,66306,0,0,507.22,350.92,0,369332592,18.950549199944362
puzzles/16x16\3670a5e6-a931-4a00-aa34-74ad10fd8639.singles,3670a5e6-a931-4a00-aa34-74ad10fd8639,,74,0,1004685368,16,boolean,0,0,132703,66306,0,0,507.22,350.92,0,382818478,19.374874399974942
puzzles/16x16\39902bd8-5c61-440b-8671-40eceed6c96d.singles,39902bd8-5c61-440b-8671-40eceed6c96d,,76,0,680358602,16,boolean,0,0,132713,66306,0,0,507.22,350.92,0,396255227,19.3503571000183
puzzles/16x16\3cc423c9-7ed1-4809-b1fa-22d1d287920f.singles,3cc423c9-7ed1-4809-b1fa-22d1d287920f,,76,0,2950811638,16,boolean,0,0,132719,66306,0,0,507.22,350.92,0,409917364,19.289806799963117
puzzles/16x16\3d82afd2-a22c-4eb2-a082-54c90957b172.singles,3d82afd2-a22c-4eb2-a082-54c90957b172,,76,0,961183738,16,boolean,0,0,132714,66306,0,0,507.22,350.92,0,424412834,19.313079000101425
puzzles/16x16\41fa77b8-0295-4b93-a83c-646beeb37fda.singles,41fa77b8-0295-4b93-a83c-646beeb37fda,,77,0,1638748318,16,boolean,0,0,132724,66306,0,0,507.22,350.92,0,437610810,19.087801599991508
puzzles/16x16\43c99737-0ee7-4065-aa3a-9ae3787e58a2.singles,43c99737-0ee7-4065-aa3a-9ae3787e58a2,,77,0,3208825277,16,boolean,0,0,132709,66306,0,0,507.22,350.92,0,452075386,18.847786400001496
puzzles/16x16\471095bd-e082-439c-8edc-bee3c317b2c6.singles,471095bd-e082-439c-8edc-bee3c317b2c6,,74,0,2865117183,16,boolean,0,0,132712,66306,0,0,507.22,350.92,0,465678239,19.047966600046493
puzzles/16x16\488b656b-a01e-4690-a4a2-c6b096081d96.singles,488b656b-a01e-4690-a4a2-c6b096081d96,,75,0,611956115,16,boolean,0,0,132715,66306,0,0,507.22,350.92,0,479015227,18.540707399952225
puzzles/16x16\4a11bb2c-a463-4469-b207-e1d85f15307e.singles,4a11bb2c-a463-4469-b207-e1d85f15307e,,75,0,2314005100,16,boolean,0,0,132717,66306,0,0,507.22,350.92,0,493177054,18.882445800001733
puzzles/16x16\4b246967-02e8-4820-bcf4-90fb76d621e1.singles,4b246967-02e8-4820-bcf4-90fb76d621e1,,76,0,995593208,16,boolean,0,0,132714,66306,0,0,507.22,350.92,0,506322056,18.918356099980883
puzzles/16x16\4b495a84-96e0-4bcc-b663-d7711ffbf5de.singles,4b495a84-96e0-4bcc-b663-d7711ffbf5de,,75,0,188014293,16,boolean,0,0,132716,66306,0,0,507.22,350.92,0,519378034,18.863985900068656
puzzles/16x16\4b854dd7-11a6-4415-991b-d88d2c4ee5a4.singles,4b854dd7-11a6-4415-991b-d88d2c4ee5a4,,75,0,3572821990,16,boolean,0,0,132717,66306,0,0,507.22,350.92,0,532953561,18.630774999968708
puzzles/16x16\4d236ffb-733d-4505-902d-7aa970f43e45.singles,4d236ffb-733d-4505-902d-7aa970f43e45,,75,0,470426903,16,boolean,0,0,132728,66306,0,0,507.22,350.92,0,548690296,19.08430930005852
puzzles/16x16\50195b06-7f72-438d-81e6-a12fc0a486c3.singles,50195b06-7f72-438d-81e6-a12fc0a486c3,,75,0,2512978487,16,boolean,0,0,132702,66306,0,0,507.22,350.92,0,561491073,19.023276899941266
puzzles/16x16\505f7325-5cf9-4c62-a685-9ea5fbe9420d.singles,505f7325-5cf9-4c62-a685-9ea5fbe9420d,,77,0,3398018336,16,boolean,0,0,132706,66306,0,0,507.22,350.92,0,575573143,19.359659099951386
puzzles/16x16\53e59a57-2b15-428c-aa12-ff0e61fe590d.singles,53e59a57-2b15-428c-aa12-ff0e61fe590d,,76,0,1321136075,16,boolean,0,0,132701,66306,0,0,507.22,350.92,0,589218751,19.25336570001673
puzzles/16x16\550f0440-f8b1-4cca-ba0d-f838fd3610ec.singles,550f0440-f8b1-4cca-ba0d-f838fd3610ec,,75,0,2069536758,16,boolean,0,0,132711,66306,0,0,507.22,350.92,0,603750780,18.819825500017032
puzzles/16x16\59283ec9-8d05-4912-80ed-f1379b3dcfad.singles,59283ec9-8d05-4912-80ed-f1379b3dcfad,,77,0,284695392,16,boolean,0,0,132727,66306,0,0,507.22,350.92,0,616838957,19.113499200087972
puzzles/16x16\59ac17aa-9282-4702-9fe5-1750d1dba777.singles,59ac17aa-9282-4702-9fe5-1750d1dba777,,74,0,4227458999,16,boolean,0,0,132716,66306,0,0,507.22,350.92,0,630345297,19.50149000005331
puzzles/16x16\5a0148af-aec4-41b1-aef6-e1a61c7b207c.singles,5a0148af-aec4-41b1-aef6-e1a61c7b207c,,74,0,3395142457,16,boolean,0,0,132718,66306,0,0,507.22,350.92,0,643757804,19.535350800026208
puzzles/16x16\5ce66109-aadf-470b-a86c-c3a4d6a1f2fa.singles,5ce66109-aadf-470b-a86c-c3a4d6a1f2fa,,76,0,3703083244,16,boolean,0,0,132714,66306,0,0,507.22,350.92,0,657436678,19.16365559992846
puzzles/16x16\5cff5a18-c456-48dc-baeb-3ef2d6b26c1b.singles,5cff5a18-c456-48dc-baeb-3ef2d6b26c1b,,73,0,3538461977,16,boolean,0,0,132725,66306,0,0,507.22,350.92,0,670721374,18.912289800005965
puzzles/16x16\5d14807a-7269-4654-86eb-5c48f5f7812a.singles,5d14807a-7269-4654-86eb-5c48f5f7812a,,75,0,1371425236,16,boolean,0,0,132709,66306,0,0,507.22,350.92,0,686535990,19.403892599977553
puzzles/16x16\5e3c2c74-13b0-49cd-9b3c-c037278b05fb.singles,5e3c2c74-13b0-49cd-9b3c-c037278b05fb,,75,0,1784429911,16,boolean,0,0,132713,66306,0,0,507.22,350.92,0,699916664,18.827984099974856
puzzles/16x16\5e88888e-590c-4973-8efd-db50d678529f.singles,5e88888e-590c-4973-8efd-db50d678529f,,76,0,2500464875,16,boolean,0,0,132714,66306,0,0,507.22,350.92,0,715948628,19.47859110007994
puzzles/16x16\618176e0-91b6-4f17-9e78-fed61b1d2ff5.singles,618176e0-91b6-4f17-9e78-fed61b1d2ff5,,74,0,148916262,16,boolean,0,0,132709,66306,0,0,507.22,350.92,0,729564461,19.600106799975038
puzzles/16x16\62058465-12df-4a42-9eb0-e1a864590b48.singles,62058465-12df-4a42-9eb0-e1a864590b48,,76,0,1979018137,16,boolean,0,0,132722,66306,0,0,507.22,350.92,0,743026212,19.19318259996362
puzzles/16x16\660cd79e-e09e-45b6-ba16-dfd21900ad0d.singles,660cd79e-e09e-45b6-ba16-dfd21900ad0d,,77,0,2750181467,16,boolean,0,0,132718,66306,0,0,507.22,350.92,0,757490055,19.571556900045834
puzzles/16x16\66a44c1f-6ad1-452c-a4db-bdeccb3a97d7.singles,66a44c1f-6ad1-452c-a4db-bdeccb3a97d7,,75,0,2485073924,16,boolean,0,0,132715,66306,0,0,507.22,350.92,0,771174933,18.941655299975537
puzzles/16x16\6d184183-cc3b-4631-9550-d99bbf7858bc.singles,6d184183-cc3b-4631-9550-d99bbf7858bc,,76,0,3715527461,16,boolean,0,0,132710,66306,0,0,507.22,350.92,0,785078202,18.965605600038543
puzzles/16x16\71294798-0dcf-464d-833c-810415d57d54.singles,71294798-0dcf-464d-833c-810415d57d54,,77,0,2589042061,16,boolean,0,0,132713,66306,0,0,507.22,350.92,0,799452202,19.128348500002176
puzzles/16x16\7253248a-ddb9-445f-80c5-fc71e47d2ced.singles,7253248a-ddb9-445f-80c5-fc71e47d2ced,,74,0,4136092961,16,boolean,0,0,132708,66306,0,0,507.22,350.92,0,814324812,19.43947029998526
puzzles/16x16\7264bae5-0df5-4dbd-bf17-a2e0c7f92b10.singles,7264bae5-0df5-4dbd-bf17-a2e0c7f92b10,,75,0,327957448,16,boolean,0,0,132710,66306,0,0,507.22,350.92,0,828900926,19.11823370005004
puzzles/16x16\73d8e9e6-cf0c-4a35-bdb4-4c86d9146cd1.singles,73d8e9e6-cf0c-4a35-bdb4-4c86d9146cd1,,75,0,1218104377,16,boolean,0,0,132730,66306,0,0,507.22,350.92,0,842817551,19.271589599899016
puzzles/16x16\7444bc19-c505-4782-81b8-517170ee7211.singles,7444bc19-c505-4782-81b8-517170ee7211,,75,0,3186110280,16,boolean,0,0,132711,66306,0,0,507.22,350.92,0,857853679,19.877499900059775
puzzles/16x16\74abc9b2-bf12-4ea4-b18e-fda3150cddf8.singles,74abc9b2-bf12-4ea4-b18e-fda3150cddf8,,75,0,1742981524,16,boolean,0,0,132707,66306,0,0,507.22,350.92,0,870703265,19.195628100074828
puzzles/16x16\74bf28fb-c129-4527-bda6-bd409c175b92.singles,74bf28fb-c129-4527-bda6-bd409c175b92,,76,0,778276693,16,boolean,0,0,132723,66306,0,0,507.22,350.92,0,883925351,19.19534370000474
puzzles/16x16\7cb2e941-c41f-4510-b057-c4f306297569.singles,7cb2e941-c41f-4510-b057-c4f306297569,,73,0,455621414,16,boolean,0,0,132709,66306,0,0,507.22,350.92,0,898661974,19.148091500042938
puzzles/16x16\7d31d48e-1ed7-48d0-83b1-6aab13e0313a.singles,7d31d48e-1ed7-48d0-83b1-6aab13e0313a,,73,0,3776995718,16,boolean,0,0,132713,66306,0,0,507.22,350.92,0,911635566,19.13306169991847
puzzles/16x16\7ed7e5b1-23ea-4461-aeff-2b2f48c820b4.singles,7ed7e5b1-23ea-4461-aeff-2b2f48c820b4,,75,0,1959491034,16,boolean,0,0,132702,66306,0,0,507.22,350.92,0,927463379,19.14782600000035
puzzles/16x16\7fba7ce7-2ddb-4da7-accd-61ea37dad4ff.singles,7fba7ce7-2ddb-4da7-accd-61ea37dad4ff,,78,0,874899146,16,boolean,0,0,132722,66306,0,0,507.22,350.92,0,941191435,19.109921299968846
puzzles/16x16\806952d4-7eca-4b4b-ac53-b98d2c7d0a7c.singles,806952d4-7eca-4b4b-ac53-b98d2c7d0a7c,,78,0,439216065,16,boolean,0,0,132717,66306,0,0,507.22,350.92,0,955211999,18.906786200008355
puzzles/16x16\80cb5d47-a035-49d8-915e-12285e69091c.singles,80cb5d47-a035-49d8-915e-12285e69091c,,76,0,917119963,16,boolean,0,0,132714,66306,0,0,507.22,350.92,0,968944267,19.215365300071426
puzzles/16x16\85558a70-c2a5-4edf-bc52-ba4ad6723806.singles,85558a70-c2a5-4edf-bc52-ba4ad6723806,,75,0,3838934976,16,boolean,0,0,132709,66306,0,0,507.22,350.92,0,982238477,18.854081699973904
puzzles/16x16\8582b149-4129-4e5d-9d68-09a0ca763467.singles,8582b149-4129-4e5d-9d68-09a0ca763467,,75,0,1173752264,16,boolean,0,0,132715,66306,0,0,507.22,350.92,0,995645596,19.471005400060676
puzzles/16x16\8a2e21b3-94f4-460c-9b2c-709a79b86378.singles,8a2e21b3-94f4-460c-9b2c-709a79b86378,,75,0,4124168665,16,boolean,0,0,132704,66306,0,0,507.22,350.92,0,1009769093,19.223250700044446
puzzles/16x16\8d44cc1f-654c-4854-b541-19bd0229b6de.singles,8d44cc1f-654c-4854-b541-19bd0229b6de,,76,0,569351500,16,boolean,0,0,132724,66306,0,0,507.22,350.92,0,1023137747,19.15636500006076
puzzles/16x16\8d81f4ac-937c-480c-97ea-9bf4370d98ac.singles,8d81f4ac-937c-480c-97ea-9bf4370d98ac,,75,0,1960659573,16,boolean,0,0,132712,66306,0,0,507.22,350.92,0,1036767179,19.323748899972998
puzzles/16x16\8efc04c2-e9dd-43dd-ac3a-020da4bdaca8.singles,8efc04c2-e9dd-43dd-ac3a-020da4bdaca8,,75,0,3087600895,16,boolean,0,0,132720,66306,0,0,507.22,350.92,0,1051154613,19.47603949997574
puzzles/16x16\8f295e54-f17a-457b-b079-be0b1ab2a704.singles,8f295e54-f17a-457b-b079-be0b1ab2a704,,75,0,981101599,16,boolean,0,0,132702,66306,0,0,507.22,350.92,0,1064670223,19.387507200008258
puzzles/16x16\90e62027-bc57-456c-9550-4be57e62194d.singles,90e62027-bc57-456c-9550-4be57e62194d,,76,0,1115364188,16,boolean,0,0,132720,66306,0,0,507.22,350.92,0,1077588730,18.854134000022896
puzzles/16x16\913c7f0c-35d2-4e30-8e5c-bfbe1e1803ea.singles,913c7f0c-35d2-4e30-8e5c-bfbe1e1803ea,,73,0,3019590032,16,boolean,0,0,132719,66306,0,0,507.22,350.92,0,1091417818,19.349708599969745
puzzles/16x16\92c5119f-d522-42f6-9a73-890106716895.singles,92c5119f-d522-42f6-9a73-890106716895,,77,0,2542994762,16,boolean,0,0,132710,66306,0,0,507.22,350.92,0,1104535423,19.602792300051078
puzzles/16x16\99bce917-965f-411e-ba01-87013923453c.singles,99bce917-965f-411e-ba01-87013923453c,,76,0,2934944965,16,boolean,0,0,132717,66306,0,0,507.22,350.92,0,1118500563,19.1803818999324
puzzles/16x16\9b26c3d3-b54d-4a71-be05-c3aca08f0493.singles,9b26c3d3-b54d-4a71-be05-c3aca08f0493,,73,0,1580351588,16,boolean,0,0,132724,66306,0,0,507.22,350.92,0,1133455287,18.932966699940152
puzzles/16x16\9c381910-81fb-4949-9204-da9f9a7a8095.singles,9c381910-81fb-4949-9204-da9f9a7a8095,,75,0,3505823422,16,boolean,0,0,132711,66306,0,0,507.22,350.92,0,1148103496,19.107841800083406
puzzles/16x16\9f9ed154-dc7b-402f-9989-94876c99b203.singles,9f9ed154-dc7b-402f-9989-94876c99b203,,77,0,2274263481,16,boolean,0,0,132717,66306,0,0,507.22,350.92,0,1161150328,19.92880959995091
puzzles/16x16\a3cd31d5-afdd-40d3-9dd7-4f773c1decaf.singles,a3cd31d5-afdd-40d3-9dd7-4f773c1decaf,,75,0,2185600840,16,boolean,0,0,132724,66306,0,0,507.22,350.92,0,1174681657,18.995068400050513
puzzles/16x16\a47e4d32-0b9a-4446-b9f6-cae47ad5446a.singles,a47e4d32-0b9a-4446-b9f6-cae47ad5446a,,76,0,3387828007,16,boolean,0,0,132722,66306,0,0,507.22,350.92,0,1188700442,19.536812199978158
puzzles/16x16\a4dba499-15e7-4325-807e-74187b08e5e0.singles,a4dba499-15e7-4325-807e-74187b08e5e0,,76,0,51329783,16,boolean,0,0,132718,66306,0,0,507.22,350.92,0,1201602323,18.759825599961914
puzzles/16x16\a8357a5b-d827-4e74-9732-bbb6e38e030f.singles,a8357a5b-d827-4e74-9732-bbb6e38e030f,,74,0,4166882504,16,boolean,0,0,132707,66306,0,0,507.22,350.92,0,1218169292,19.8736109000165
puzzles/16x16\a990362c-5645-40af-a4a4-5fa6f20757f1.singles,a990362c-5645-40af-a4a4-5fa6f20757f1,,76,0,1646095009,16,boolean,0,0,132718,66306,0,0,507.22,350.92,0,1231629913,19.17138930002693
puzzles/16x16\ab45b3e4-eae0-48c5-8c06-e438bf6c3311.singles,ab45b3e4-eae0-48c5-8c06-e438bf6c3311,,75,0,394405544,16,boolean,0,0,132720,66306,0,0,507.22,350.92,0,1245576109,19.57569940004032
puzzles/16x16\ad57ec2a-90c3-4586-b16f-667cef7fe20e.singles,ad57ec2a-90c3-4586-b16f-667cef7fe20e,,75,0,3814966928,16,boolean,0,0,132718,66306,0,0,507.22,350.92,0,1259920288,19.031338299973868
puzzles/16x16\adf2b81f-f929-4b2c-a774-0666211fdbc7.singles,adf2b81f-f929-4b2c-a774-0666211fdbc7,,77,0,485481679,16,boolean,0,0,132712,66306,0,0,507.22,350.92,0,1275149602,19.278938899980858
puzzles/16x16\aeb15fed-b60c-45df-afa3-65beb9bc2be5.singles,aeb15fed-b60c-45df-afa3-65beb9bc2be5,,77,0,1036078312,16,boolean,0,0,132713,66306,0,0,507.22,350.92,0,1288100229,18.912115899962373
puzzles/16x16\b026705c-5acf-4ce7-a86d-7f494f60e0d8.singles,b026705c-5acf-4ce7-a86d-7f494f60e0d8,,77,0,431564993,16,boolean,0,0,132717,66306,0,0,507.22,350.92,0,1301364573,19.12056259997189
puzzles/16x16\b0510227-61d5-45e0-8d18-6fc5e30a3c59.singles,b0510227-61d5-45e0-8d18-6fc5e30a3c59,,76,0,228850824,16,boolean,0,0,132720,66306,0,0,507.22,350.92,0,1313887661,19.927017999929376
puzzles/16x16\b158b8b1-8f45-486b-9956-f234e58dfcfb.singles,b158b8b1-8f45-486b-9956-f234e58dfcfb,,76,0,1957807451,16,boolean,0,0,132718,66306,0,0,507.22,350.92,0,1328360558,19.772011399967596
puzzles/16x16\b1a16a76-515b-417c-9172-2b639dc3948c.singles,b1a16a76-515b-417c-9172-2b639dc3948c,,74,0,1282991554,16,boolean,0,0,132721,66306,0,0,507.22,350.92,0,1342517808,19.063213900080882
puzzles/16x16\b37058b2-fe67-4c1e-9355-5aadf0fe62c9.singles,b37058b2-fe67-4c1e-9355-5aadf0fe62c9,,75,0,1079687078,16,boolean,0,0,132710,66306,0,0,507.22,350.92,0,1357522741,19.319097900064662
puzzles/16x16\b4c8cfa5-b280-4fa5-94d9-c20506935b94.singles,b4c8cfa5-b280-4fa5-94d9-c20506935b94,,76,0,417789483,16,boolean,0,0,132721,66306,0,0,507.22,350.92,0,1371388178,18.78643760003615
puzzles/16x16\b73c02df-c096-48c2-942e-85e5fad893d1.singles,b73c02df-c096-48c2-942e-85e5fad893d1,,76,0,3562424715,16,boolean,0,0,132715,66306,0,0,507.22,350.92,0,1384845229,19.103214699891396
puzzles/16x16\ba542b36-0236-4d5a-a033-368a023ad0d1.singles,ba542b36-0236-4d5a-a033-368a023ad0d1,,75,0,1133131718,16,boolean,0,0,132718,66306,0,0,507.22,350.92,0,1398642927,19.44036710006185
puzzles/16x16\ba7ef321-831f-467f-8edb-108d52918c81.singles,ba7ef321-831f-467f-8edb-108d52918c81,,77,0,3004655545,16,boolean,0,0,132710,66306,0,0,507.22,350.92,0,1411610731,19.23797810007818
puzzles/16x16\babfaf50-0e05-430f-b1e7-5eac29f81990.singles,babfaf50-0e05-430f-b1e7-5eac29f81990,,78,0,1305724661,16,boolean,0,0,132727,66306,0,0,507.22,350.92,0,1424307433,19.50546530005522
puzzles/16x16\bbcd9c35-c693-476e-96f3-8d855ea620bc.singles,bbcd9c35-c693-476e-96f3-8d855ea620bc,,77,0,2041857145,16,boolean,0,0,132723,66306,0,0,507.22,350.92,0,1437273863,19.038743300014175
puzzles/16x16\bbd83ece-d399-4ef3-8b69-b4e3271ad035.singles,bbd83ece-d399-4ef3-8b69-b4e3271ad035,,76,0,121844954,16,boolean,0,0,132716,66306,0,0,507.22,350.92,0,1450365246,19.08005830005277
puzzles/16x16\bdd8e2b3-8af2-40fa-840d-d7569f8e85e7.singles,bdd8e2b3-8af2-40fa-840d-d7569f8e85e7,,74,0,981621874,16,boolean,0,0,132720,66306,0,0,507.22,350.92,0,1463164790,19.746188499964774
puzzles/16x16\beb4fb89-6b00-42b7-8764-5cc3bd752620.singles,beb4fb89-6b00-42b7-8764-5cc3bd752620,,75,0,2429259769,16,boolean,0,0,132716,66306,0,0,507.22,350.92,0,1477561046,19.35491059999913
puzzles/16x16\bf550fc5-9587-4a9c-9094-d69c21968abe.singles,bf550fc5-9587-4a9c-9094-d69c21968abe,,74,0,1703445345,16,boolean,0,0,132708,66306,0,0,507.22,350.92,0,1490950464,19.0724205999868
puzzles/16x16\c0fc702a-63e3-461e-875a-9828b7db8847.singles,c0fc702a-63e3-461e-875a-9828b7db8847,,73,0,4177884355,16,boolean,0,0,132717,66306,0,0,507.22,350.92,0,1504895088,20.35663709999062
puzzles/16x16\c12228c4-4f83-493c-a352-9d254ac5563c.singles,c12228c4-4f83-493c-a352-9d254ac5563c,,75,0,1684741591,16,boolean,0,0,132719,66306,0,0,507.22,350.92,0,1519064171,19.24969259998761
puzzles/16x16\c2c55e99-38ae-4840-b87c-70b36333882b.singles,c2c55e99-38ae-4840-b87c-70b36333882b,,73,0,3548674868,16,boolean,0,0,132710,66306,0,0,507.22,350.92,0,1533029354,19.196184400003403
puzzles/16x16\c340e492-01b6-4fd0-9703-1f512a7ab96d.singles,c340e492-01b6-4fd0-9703-1f512a7ab96d,,76,0,1641935667,16,boolean,0,0,132708,66306,0,0,507.22,350.92,0,1546962266,19.563118000049144
puzzles/16x16\c6da12b3-4534-4604-be36-3002293ba859.singles,c6da12b3-4534-4604-be36-3002293ba859,,75,0,1071275843,16,boolean,0,0,132710,66306,0,0,519.36,350.92,0,1562915973,21.04410449997522
puzzles/16x16\c714bab6-0f8e-449f-aeef-d09e02a87a05.singles,c714bab6-0f8e-449f-aeef-d09e02a87a05,,76,0,4255267769,16,boolean,0,0,132712,66306,0,0,519.36,350.92,0,1577189450,18.81886250001844
puzzles/16x16\cb6b9afa-41c6-4e6f-9c5b-741b8cf3b65c.singles,cb6b9afa-41c6-4e6f-9c5b-741b8cf3b65c,,74,0,583181531,16,boolean,0,0,132712,66306,0,0,519.36,350.92,0,1590328988,18.59038299997337
puzzles/16x16\cc7c13a8-035a-42f2-bad3-3f659a6e71c2.singles,cc7c13a8-035a-42f2-bad3-3f659a6e71c2,,75,0,2036118715,16,boolean,0,0,132709,66306,0,0,519.36,350.92,0,1603675572,18.988859600038268
puzzles/16x16\ce60ee6b-8e1c-4f37-ba90-e398da2c864f.singles,ce60ee6b-8e1c-4f37-ba90-e398da2c864f,,77,0,2518135548,16,boolean,0,0,132711,66306,0,0,519.36,350.92,0,1616601058,18.934087899979204
